no_matricula_inmobiliaria;estado_folio;matriculas_matriz;matriculas_derivadas
1224074;ACTIVO;141761, 570827;
1225812;ACTIVO;711588;20713673
1225812;ACTIVO;711588;20713674
1225812;ACTIVO;711588;20713675
1225812;ACTIVO;711588;20713676
1225812;ACTIVO;711588;20713677
1225812;ACTIVO;711588;20713678
1225812;ACTIVO;711588;20713679
1225812;ACTIVO;711588;20713680
1225812;ACTIVO;711588;20713681
1225812;ACTIVO;711588;20713682
1225812;ACTIVO;711588;20713683
1225812;ACTIVO;711588;20713684
1225812;ACTIVO;711588;20716103
1225812;ACTIVO;711588;20716104
156665;ACTIVO;154693;909335
156665;ACTIVO;154693;993495
156665;ACTIVO;154693;1044132
156666;ACTIVO;154693;20285647
156668;ACTIVO;154693;
156671;ACTIVO;154693;166066
156671;ACTIVO;154693;194586
197834;ACTIVO;193397, 198696;503136
197834;ACTIVO;193397, 198696;504260
20034930;CERRADO;740162, 746162;
20035945;ACTIVO;711588;20929829
20035945;ACTIVO;711588;20929830
20035945;ACTIVO;711588;20929831
20035945;ACTIVO;711588;20929832
20035945;ACTIVO;711588;20929833
20035945;ACTIVO;711588;20929834
20035945;ACTIVO;711588;20929835
20035945;ACTIVO;711588;20929836
20035945;ACTIVO;711588;20929837
20035945;ACTIVO;711588;20929838
20035945;ACTIVO;711588;20929839
20035945;ACTIVO;711588;20929840
20035945;ACTIVO;711588;20929841
20035945;ACTIVO;711588;20929842
20035945;ACTIVO;711588;20929843
20035945;ACTIVO;711588;20929844
20035945;ACTIVO;711588;20929845
20035946;ACTIVO;711588;
20035947;ACTIVO;1215459;
20035948;ACTIVO;711588, 1215459;
20038299;ACTIVO;323411, 393475, 672519, 1078285;20358359
20038299;ACTIVO;323411, 393475, 672519, 1078285;20358360
20038299;ACTIVO;323411, 393475, 672519, 1078285;20358361
20038299;ACTIVO;323411, 393475, 672519, 1078285;20598228
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038327
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038328
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038329
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038330
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038331
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038332
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038333
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038334
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038335
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038336
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038337
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038338
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038339
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038340
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038341
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038342
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038343
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038344
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038345
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038346
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038347
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038348
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038349
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038350
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038351
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038352
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038353
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038354
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038355
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038356
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038357
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038358
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038359
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038360
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038361
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038362
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038363
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038364
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038365
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038610
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038611
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038612
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038613
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038614
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038615
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038616
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20038617
20038326;ACTIVO;1096184, 1189658, 20038318, 20038319, 20038320, 20038321, 20038322, 20038323, 20038324, 20038325;20388587
20043072;ACTIVO;711588;
20043176;ACTIVO;1009247, 1193394;
20043177;ACTIVO;1193394;
20043178;ACTIVO;921159, 1193394;
20043179;ACTIVO;1168735, 1193394;20225250
20043179;ACTIVO;1168735, 1193394;20337258
20043180;ACTIVO;594647, 1193394;
20043182;ACTIVO;1106496, 1193394;
20043183;ACTIVO;1106496, 1193394;
20043184;ACTIVO;1192419, 1193394;
20043188;ACTIVO;1132463, 1192480, 1192481, 1193394;
20043189;ACTIVO;1192518, 1193394;
20043190;ACTIVO;1192533, 1193394;
20043191;ACTIVO;1132464, 1192537, 1192538, 1193394;
20043192;ACTIVO;1193394;
20043193;ACTIVO;1193394;
20043194;ACTIVO;1192588, 1193394;
20043195;ACTIVO;1192588, 1193394;
20043196;ACTIVO;1192588, 1193394;
20043197;ACTIVO;1192588, 1193394;
20043198;ACTIVO;1192588, 1193394;
20043199;ACTIVO;1192588, 1193394;
20043200;ACTIVO;458949, 1193394;
20043201;ACTIVO;458949, 1193394;
20043202;ACTIVO;1192951, 1193394;
20043203;ACTIVO;1192965, 1193394;
20043204;ACTIVO;945091, 945092, 1192988, 1192989, 1192990, 1192991, 1192992, 1193394;
20043205;ACTIVO;1192986, 1193394;
20043206;ACTIVO;1073951, 1193394;
20043207;ACTIVO;1073951, 1193394;
20043208;ACTIVO;1073951, 1193394;
20043209;ACTIVO;1073951, 1193394;
20043210;ACTIVO;1073951, 1193394;
20043211;ACTIVO;1073951, 1193394;
20043212;ACTIVO;1073951, 1193394;
20043213;ACTIVO;1073951, 1193394;
20043214;ACTIVO;1073951, 1193394;
20043215;ACTIVO;1073951, 1193394;
20043216;ACTIVO;1073951, 1193394;
20043217;ACTIVO;1073951, 1193394;
20043218;ACTIVO;1073951, 1193394;
20043219;ACTIVO;1073951, 1193394;
20043220;ACTIVO;1073951, 1193394;
20043221;ACTIVO;1073951, 1193394;
20043222;ACTIVO;1073951, 1193394;
20043223;ACTIVO;1073951, 1193394;
20043224;ACTIVO;1073951, 1193394;
20043225;ACTIVO;1073951, 1193394;
20043226;ACTIVO;1073951, 1193394;
20043227;ACTIVO;1073951, 1193394;
20043228;ACTIVO;1073951, 1193394;
20043229;ACTIVO;1073951, 1193394;
20043230;ACTIVO;1073951, 1193394;
20043231;ACTIVO;1073951, 1193394;
20043232;ACTIVO;1073951, 1193394;
20043233;ACTIVO;1073951, 1193394;
20043234;ACTIVO;1073951, 1193394;
20043235;ACTIVO;1073951, 1193394;
20043236;ACTIVO;1073951, 1193394;
20043237;ACTIVO;1073951, 1193394;
20043238;ACTIVO;562202, 1193394;
20043239;ACTIVO;562202, 1193394;
20043240;ACTIVO;562202, 1193394;
20043241;ACTIVO;562202, 1193394;
20043242;ACTIVO;562202, 1193394;
20043243;ACTIVO;562202, 1193394;
20043244;ACTIVO;562202, 1193394;
20043245;ACTIVO;1193394;
20043246;ACTIVO;562202, 1193394;
20043247;ACTIVO;562202, 1193394;
20043248;ACTIVO;921159, 1193394;20490545
20043249;ACTIVO;1132208, 1193394;
20043250;ACTIVO;1132208, 1193394;
20043251;ACTIVO;1132208, 1193394;
20043252;ACTIVO;1132208, 1193394;
20043253;ACTIVO;1132208, 1193394;
20043255;ACTIVO;510159, 1193394;
20043256;ACTIVO;510159, 1193394;
20043257;ACTIVO;510159, 1193394;
20043362;ACTIVO;795878;
20043364;ACTIVO;795878;20780474
20043364;ACTIVO;795878;20780475
20044006;CERRADO;18143;20638551
20044576;ACTIVO;1221816;
20046838;ACTIVO;77390, 246967;20054611
20046838;ACTIVO;77390, 246967;20245227
20053954;ACTIVO;410985;20056453
20053954;ACTIVO;410985;20056454
20053954;ACTIVO;410985;20056455
20053954;ACTIVO;410985;20056456
20053954;ACTIVO;410985;20056457
20053954;ACTIVO;410985;20056458
20053954;ACTIVO;410985;20056459
20053954;ACTIVO;410985;20056460
20053954;ACTIVO;410985;20056461
20053954;ACTIVO;410985;20056462
20053954;ACTIVO;410985;20056463
20053959;ACTIVO;553623;
20054492;ACTIVO;1184756;
20058353;ACTIVO;1126758;
20059495;ACTIVO;78830;20506094
20059500;ACTIVO;1197521;
20060186;ACTIVO;1197521;
20060197;ACTIVO;856792;
20060532;CERRADO;18143;20335986
20066731;ACTIVO;700555;
20068992;ACTIVO;462292;
20078981;ACTIVO;20070071, 20078891;
20079509;ACTIVO;439657;20350760
20079509;ACTIVO;439657;20350761
20080149;ACTIVO;901767;20106212
20080396;ACTIVO;1203069;
20080715;ACTIVO;437225;
20080985;ACTIVO;1093594;
20082211;ACTIVO;18143;
20095433;ACTIVO;1079224, 20055121, 20095431, 20095432;20095434
20099483;ACTIVO;20053266;20107478
20099483;ACTIVO;20053266;20202998
20103990;ACTIVO;692543;20120380
20106642;ACTIVO;594906;20471804
20106642;ACTIVO;594906;20471805
20115117;ACTIVO;866794;
20115824;ACTIVO;200880;
20116391;ACTIVO;20036478;20127970
20116391;ACTIVO;20036478;20127971
20119800;ACTIVO;866794;
20120085;ACTIVO;20101033;
20121239;ACTIVO;372835;
20122913;ACTIVO;372835;20487489
20122913;ACTIVO;372835;20487490
20125052;ACTIVO;532025;20779195
20125052;ACTIVO;532025;20779196
20125052;ACTIVO;532025;20779197
20125052;ACTIVO;532025;20779198
20125052;ACTIVO;532025;20779199
20125092;ACTIVO;1127093;1151397
20125092;ACTIVO;1127093;1151398
20125092;ACTIVO;1127093;1151399
20125092;ACTIVO;1127093;1151400
20125092;ACTIVO;1127093;1151401
20125092;ACTIVO;1127093;1151402
20125092;ACTIVO;1127093;1151403
20125092;ACTIVO;1127093;1151404
20125762;CERRADO;300443;
20127412;ACTIVO;1016197, 20098043;
20127945;CERRADO;674148;20830394
20127945;CERRADO;674148;20830395
20129131;CERRADO;1057316;20215528
20131818;ACTIVO;20101034;
20132098;ACTIVO;20047973;
20132261;ACTIVO;20065640;20137522
20132261;ACTIVO;20065640;20437144
20134297;ACTIVO;20084205;
20136363;ACTIVO;20101796;
20136874;ACTIVO;20101035;20172713
20136874;ACTIVO;20101035;20488314
20136874;ACTIVO;20101035;20488315
20137141;ACTIVO;200880;
20137535;ACTIVO;453323, 471388, 472042, 473649, 474488;20137536
20137535;ACTIVO;453323, 471388, 472042, 473649, 474488;20137537
20137535;ACTIVO;453323, 471388, 472042, 473649, 474488;20137538
20137535;ACTIVO;453323, 471388, 472042, 473649, 474488;20137539
20137535;ACTIVO;453323, 471388, 472042, 473649, 474488;20137540
20137535;ACTIVO;453323, 471388, 472042, 473649, 474488;20137541
20137535;ACTIVO;453323, 471388, 472042, 473649, 474488;20137542
20138632;ACTIVO;388256;20669777
20138632;ACTIVO;388256;20669778
20138749;ACTIVO;1016197;
20139460;ACTIVO;1164228, 20029428, 20029429, 20139459;20163597
20139461;ACTIVO;1220082, 20103816, 20139459;
20140631;CERRADO;1060505;20422040
20140631;CERRADO;1060505;20422041
20140942;CERRADO;1066132;20903042
20140942;CERRADO;1066132;20903043
20140942;CERRADO;1066132;20903044
20140942;CERRADO;1066132;20903045
20140942;CERRADO;1066132;20903046
20142489;CERRADO;20098215;
20146765;ACTIVO;20055824;20146766
20146765;ACTIVO;20055824;200558824
20148336;ACTIVO;251657;20715530
20148336;ACTIVO;251657;20715531
20148336;ACTIVO;251657;20715532
20159941;ACTIVO;1127093;
20160725;ACTIVO;161332;20337798
20161433;ACTIVO;547329;20222856
20161433;ACTIVO;547329;20222857
20161433;ACTIVO;547329;20227274
20161618;ACTIVO;1016197;20616509
20161618;ACTIVO;1016197;20616510
20161618;ACTIVO;1016197;20846542
20161618;ACTIVO;1016197;20846543
20161618;ACTIVO;1016197;20846544
20161618;ACTIVO;1016197;20846545
20167631;ACTIVO;308272;
20168946;ACTIVO;270207;
20168965;ACTIVO;1200564;
20168966;ACTIVO;1200564;
20168967;ACTIVO;1200564;
20174675;ACTIVO;439657, 590977;
20177963;ACTIVO;20164479;
20178983;ACTIVO;363557;
20187963;ACTIVO;439579;
20188861;ACTIVO;439579, 571729, 571730, 573473;20189243
20188861;ACTIVO;439579, 571729, 571730, 573473;20189244
20188861;ACTIVO;439579, 571729, 571730, 573473;20189245
20188861;ACTIVO;439579, 571729, 571730, 573473;20189246
20188861;ACTIVO;439579, 571729, 571730, 573473;20189247
20188861;ACTIVO;439579, 571729, 571730, 573473;20189248
20188861;ACTIVO;439579, 571729, 571730, 573473;20189249
20188861;ACTIVO;439579, 571729, 571730, 573473;20189250
20188861;ACTIVO;439579, 571729, 571730, 573473;20189251
20188861;ACTIVO;439579, 571729, 571730, 573473;20189252
20188861;ACTIVO;439579, 571729, 571730, 573473;20189253
20193131;CERRADO;20064037;20197673
20194258;ACTIVO;20084205;20296047
20194258;ACTIVO;20084205;20296048
20194258;ACTIVO;20084205;20296049
20194258;ACTIVO;20084205;20296050
20195722;CERRADO;20164479;20335986
20195723;CERRADO;20164479;20335986
20199671;ACTIVO;20181555;20208362
20203470;ACTIVO;621053;20421992
20203470;ACTIVO;621053;20421993
20203470;ACTIVO;621053;20421994
20203470;ACTIVO;621053;20421995
20203470;ACTIVO;621053;20421996
20203470;ACTIVO;621053;20421997
20203470;ACTIVO;621053;20421998
20212571;ACTIVO;20076148;20494277
20212571;ACTIVO;20076148;20494278
20213480;CERRADO;20112953;
20215528;CERRADO;20129131, 20215391;20896196
20220380;ACTIVO;1100174;
20223207;ACTIVO;197697;
20223209;ACTIVO;197697;
20224699;ACTIVO;20077775;20331000
20224699;ACTIVO;20077775;20331001
20224699;ACTIVO;20077775;20331002
20225300;ACTIVO;20076148;20793844
20225300;ACTIVO;20076148;20793845
20226020;CERRADO;926079;
20226021;CERRADO;926079;
20226022;CERRADO;926079;
20226023;CERRADO;926079;
20226204;ACTIVO;249540;20351345
20233098;ACTIVO;439579;
20236345;ACTIVO;20236264;20570613
20236347;ACTIVO;20236264;20570613
20236348;ACTIVO;20236264;20263830
20236348;ACTIVO;20236264;20330645
20236348;ACTIVO;20236264;20567948
20236348;ACTIVO;20236264;20567949
20236348;ACTIVO;20236264;20567950
20236348;ACTIVO;20236264;20567951
20236348;ACTIVO;20236264;20567952
20236348;ACTIVO;20236264;20567953
20236647;ACTIVO;676149;
20241048;ACTIVO;249540;20351345
20244010;ACTIVO;53295;
20246200;ACTIVO;20019757;
20246201;ACTIVO;20019757;
20246244;ACTIVO;271558;
20248862;ACTIVO;799314;
20249222;ACTIVO;676143;20343468
20249222;ACTIVO;676143;20343469
20250280;ACTIVO;20137538;20250283
20250280;ACTIVO;20137538;20250284
20250280;ACTIVO;20137538;20250285
20250280;ACTIVO;20137538;20250286
20250280;ACTIVO;20137538;20250287
20250280;ACTIVO;20137538;20250288
20250280;ACTIVO;20137538;20250289
20250280;ACTIVO;20137538;20250290
20252343;ACTIVO;300443;20487447
20252344;ACTIVO;300443;20487447
20252346;ACTIVO;300443;20348254
20252346;ACTIVO;300443;20348255
20252346;ACTIVO;300443;20348256
20252346;ACTIVO;300443;20348257
20252347;ACTIVO;300443;20348258
20252347;ACTIVO;300443;20348259
20252347;ACTIVO;300443;20348260
20252347;ACTIVO;300443;20348261
20252348;ACTIVO;300443;
20254173;ACTIVO;20076148;20609723
20254173;ACTIVO;20076148;20609724
20255347;ACTIVO;88284;
20256573;ACTIVO;1126118;
20256918;ACTIVO;838169;20258246
20259177;ACTIVO;20076148;20762224
20259177;ACTIVO;20076148;20762225
20262566;ACTIVO;20170538;20543432
20262566;ACTIVO;20170538;20543433
20264202;ACTIVO;676149;
20265707;ACTIVO;1159497;
20266905;ACTIVO;20244336;20662223
20266905;ACTIVO;20244336;20662224
20267455;ACTIVO;137306;
20278105;ACTIVO;20278069;20602273
20278105;ACTIVO;20278069;20602274
20281392;ACTIVO;20281386;20723170
20281392;ACTIVO;20281386;20723171
20281400;ACTIVO;20281386;20847327
20281400;ACTIVO;20281386;20847328
20281424;CERRADO;187964;20767345
20281514;ACTIVO;20269613;
20281520;ACTIVO;922950;20905009
20281520;ACTIVO;922950;20905010
20281520;ACTIVO;922950;20905011
20281520;ACTIVO;922950;20905012
20281520;ACTIVO;922950;20905013
20281520;ACTIVO;922950;20905014
20281520;ACTIVO;922950;20905015
20281520;ACTIVO;922950;20905016
20281522;ACTIVO;922950;20560965
20281522;ACTIVO;922950;20560966
20291497;ACTIVO;20137855;
20292952;ACTIVO;20193743;
20293360;ACTIVO;20244336;20319301
20293360;ACTIVO;20244336;20319302
20293438;ACTIVO;20193745;20491666
20296019;ACTIVO;676801;20296996
20298327;ACTIVO;20244336;
20300740;ACTIVO;558776;
20304931;ACTIVO;20284425;
20305593;ACTIVO;20083120;20880418
20305593;ACTIVO;20083120;20880419
20305593;ACTIVO;20083120;20880420
20305593;ACTIVO;20083120;20880421
20312082;CERRADO;20311124;20648595
20312203;ACTIVO;1076173;20558401
20312203;ACTIVO;1076173;20558402
20312853;ACTIVO;1178437;
20313025;ACTIVO;20312917;
20313026;ACTIVO;20312917;
20315390;ACTIVO;20115823;20315495
20315495;ACTIVO;20053803, 20315390;
20315930;ACTIVO;20331982;
20321235;ACTIVO;364953;20810776
20321235;ACTIVO;364953;20810777
20321235;ACTIVO;364953;20810778
20321235;ACTIVO;364953;20810779
20321235;ACTIVO;364953;20810780
20321564;ACTIVO;20068611;20352839
20321564;ACTIVO;20068611;20352840
20321564;ACTIVO;20068611;20352841
20321564;ACTIVO;20068611;20352842
20324635;ACTIVO;20298059;
20324901;ACTIVO;699789;
20325183;ACTIVO;20252345;20333608
20325183;ACTIVO;20252345;20333609
20325183;ACTIVO;20252345;20333610
20325183;ACTIVO;20252345;20333611
20325860;ACTIVO;20248520;
20330575;ACTIVO;688701;
20330576;ACTIVO;688701;20616625
20330576;ACTIVO;688701;20616626
20330576;ACTIVO;688701;20616627
20331231;ACTIVO;20301521;
20333114;ACTIVO;767435;20791967
20333256;ACTIVO;831886;
20335832;ACTIVO;909718;20794983
20335832;ACTIVO;909718;20794984
20335832;ACTIVO;909718;20794985
20335832;ACTIVO;909718;20794986
20335832;ACTIVO;909718;20794987
20337072;ACTIVO;518030;
20337245;ACTIVO;1200564;
20337246;ACTIVO;1200564;
20337450;ACTIVO;1127093;
20339378;ACTIVO;594598;20369800
20339382;ACTIVO;594598;20603175
20339382;ACTIVO;594598;20603176
20339382;ACTIVO;594598;20864461
20339382;ACTIVO;594598;20864462
20339382;ACTIVO;594598;20864463
20339397;CERRADO;20324511;
20340416;ACTIVO;883951;20340417
20340417;ACTIVO;20245345, 20340416;20505908
20340546;ACTIVO;278144;20704811
20340546;ACTIVO;278144;20704812
20340572;ACTIVO;20112846;20340629
20343389;ACTIVO;116360;20949571
20343389;ACTIVO;116360;20949572
20343389;ACTIVO;116360;20949573
20343389;ACTIVO;116360;20949574
20343389;ACTIVO;116360;20949575
20343389;ACTIVO;116360;20949576
20343389;ACTIVO;116360;20949577
20343389;ACTIVO;116360;20949578
20343389;ACTIVO;116360;20949579
20343389;ACTIVO;116360;20949580
20343389;ACTIVO;116360;20949581
20343407;ACTIVO;20298859;20441483
20343407;ACTIVO;20298859;20441484
20343685;CERRADO;223348;20773517
20343685;CERRADO;223348;20773518
20343685;CERRADO;223348;20773519
20343685;CERRADO;223348;20773520
20343685;CERRADO;223348;20773521
20344570;ACTIVO;20298858;
20344571;ACTIVO;20298858;
20344572;ACTIVO;20298858;
20344666;CERRADO;742233;20887904
20344666;CERRADO;742233;20887905
