no_matricula_inmobiliaria;estado_folio;matriculas_matriz;matriculas_derivadas
20683520;ACTIVO;20266855;
20683521;ACTIVO;20266855;
20683522;ACTIVO;20266855;
20683523;ACTIVO;20266855;
20683524;ACTIVO;20266855;
20683525;ACTIVO;20266855;
20684639;ACTIVO;20519272, 20519273;20840477
20684639;ACTIVO;20519272, 20519273;20934102
20684643;ACTIVO;20495794;
20684644;ACTIVO;20495794;
20684645;ACTIVO;776564;
20684646;ACTIVO;776564;
20684647;ACTIVO;776564;
20685015;ACTIVO;20025329;
20685016;ACTIVO;20025329;
20685017;ACTIVO;20025329;
20685018;ACTIVO;20025329;
20685495;ACTIVO;20278107;
20685496;ACTIVO;20278107;
20687013;ACTIVO;680054;20921411
20687013;ACTIVO;680054;20921412
20687013;ACTIVO;680054;20921413
20687013;ACTIVO;680054;20921414
20687013;ACTIVO;680054;20921415
20687013;ACTIVO;680054;20921416
20687013;ACTIVO;680054;20921417
20687013;ACTIVO;680054;20921418
20687013;ACTIVO;680054;20921419
20687013;ACTIVO;680054;20921420
20687013;ACTIVO;680054;20921421
20687013;ACTIVO;680054;20921422
20687013;ACTIVO;680054;20921423
20687013;ACTIVO;680054;20921424
20687013;ACTIVO;680054;20921425
20687013;ACTIVO;680054;20921426
20687013;ACTIVO;680054;20921427
20687013;ACTIVO;680054;20921428
20687013;ACTIVO;680054;20921429
20687013;ACTIVO;680054;20921430
20687014;ACTIVO;680054;20734779
20687014;ACTIVO;680054;20734780
20687014;ACTIVO;680054;20734781
20687109;ACTIVO;20625956;
20687110;ACTIVO;20625956;
20687111;ACTIVO;20625956;
20687112;ACTIVO;20625956;
20687113;ACTIVO;20625956;
20687114;ACTIVO;20625956;
20687115;ACTIVO;20625956;
20687116;ACTIVO;20625956;
20687117;ACTIVO;20625956;
20687118;ACTIVO;20625956;
20687119;ACTIVO;20625956;
20687120;ACTIVO;20625956;
20687121;ACTIVO;20625956;
20687236;ACTIVO;20650710;
20687322;ACTIVO;20379618;
20687323;ACTIVO;20379618;
20687324;ACTIVO;20379618;
20687325;ACTIVO;20379618;
20687326;ACTIVO;20379618;
20687358;ACTIVO;20651625;
20687359;ACTIVO;20651625;
20687360;ACTIVO;20651625;
20687361;ACTIVO;20651625;
20687362;ACTIVO;20651625;
20687363;ACTIVO;20651625;
20687364;ACTIVO;20651625;
20687365;ACTIVO;20651625;
20687366;ACTIVO;20651625;
20687367;ACTIVO;20651625;
20687368;ACTIVO;20651625;
20687369;ACTIVO;20651625;
20687370;ACTIVO;20651625;
20687371;ACTIVO;20651625;
20687372;ACTIVO;20651625;
20687373;ACTIVO;20651625;
20687374;ACTIVO;20651625;
20687375;ACTIVO;20651625;
20687376;ACTIVO;20651625;
20687377;ACTIVO;20651625;
20687378;ACTIVO;20651625;
20687379;ACTIVO;20651625;
20687380;ACTIVO;20651625;
20687381;ACTIVO;20651625;
20687382;ACTIVO;20651625;
20687383;ACTIVO;20651625;
20687384;ACTIVO;20651625;
20687385;ACTIVO;20651625;
20687386;ACTIVO;20651625;
20687387;ACTIVO;20651625;
20687388;ACTIVO;20651625;
20687389;ACTIVO;20651625;
20687390;ACTIVO;20651625;
20687391;ACTIVO;20651625;
20687392;ACTIVO;20651625;
20687393;ACTIVO;20651625;
20687394;ACTIVO;20651625;
20687395;ACTIVO;20651625;
20687396;ACTIVO;20651625;
20687397;ACTIVO;20651625;
20687398;ACTIVO;20651625;
20687399;ACTIVO;20651625;
20687400;ACTIVO;20651625;
20687401;ACTIVO;20651625;
20687402;ACTIVO;20651625;
20687403;ACTIVO;20651625;
20687404;ACTIVO;20651625;
20687405;ACTIVO;20651625;
20687406;ACTIVO;20651625;
20687407;ACTIVO;20651625;
20687408;ACTIVO;20651625;
20687409;ACTIVO;20651625;
20687410;ACTIVO;20651625;
20687411;ACTIVO;20651625;
20687412;ACTIVO;20651625;
20687413;ACTIVO;20651625;
20687414;ACTIVO;20651625;
20687416;ACTIVO;20651625;
20687417;ACTIVO;20651625;
20687418;ACTIVO;20651625;
20687419;ACTIVO;20651625;
20687420;ACTIVO;20651625;
20687421;ACTIVO;20651625;
20687423;ACTIVO;20651625;
20687424;ACTIVO;20651624;
20687425;ACTIVO;20651624;
20687426;ACTIVO;20651624;
20687427;ACTIVO;20651624;
20687428;ACTIVO;20651624;
20687429;ACTIVO;20651624;
20687430;ACTIVO;20651624;
20687431;ACTIVO;20651624;
20687432;ACTIVO;20651624;
20687433;ACTIVO;20651624;
20687434;ACTIVO;20651624;
20687435;ACTIVO;20651624;
20687436;ACTIVO;20651624;
20687437;ACTIVO;20651624;
20687438;ACTIVO;20651624;
20687439;ACTIVO;20651624;
20687440;ACTIVO;20651624;
20687441;ACTIVO;20651624;
20687442;ACTIVO;20651624;
20687443;ACTIVO;20651624;
20687444;ACTIVO;20651624;
20687445;ACTIVO;20651624;
20687446;ACTIVO;20651624;
20687447;ACTIVO;20651624;
20687448;ACTIVO;20651624;
20687449;ACTIVO;20651624;
20687450;ACTIVO;20651624;
20687451;ACTIVO;20651624;
20687452;ACTIVO;20651624;
20687453;ACTIVO;20651624;
20687454;ACTIVO;20651624;
20687455;ACTIVO;20651624;
20687456;ACTIVO;20651624;
20687457;ACTIVO;20651624;
20687458;ACTIVO;20651624;
20687459;ACTIVO;20651624;
20687668;ACTIVO;663242;
20688975;ACTIVO;504483;
20688976;ACTIVO;504483;
20690523;ACTIVO;20487451;
20690524;ACTIVO;20487451;
20691192;ACTIVO;883159;
20691193;ACTIVO;883159;20910277
20691193;ACTIVO;883159;20910278
20691461;ACTIVO;20388440;
20691462;ACTIVO;20388440;
20691467;ACTIVO;20625987;
20691468;ACTIVO;20625987;
20691469;ACTIVO;20625988;
20691470;ACTIVO;20625988;
20691471;ACTIVO;20625989;
20691472;ACTIVO;20625989;
20691475;ACTIVO;249540;
20691483;ACTIVO;20400151;
20691484;ACTIVO;20400151;
20691529;ACTIVO;20387953;
20691530;ACTIVO;20387953;
20691531;ACTIVO;20387953;
20691532;ACTIVO;20387953;
20691533;ACTIVO;20387953;
20691534;ACTIVO;20387953;
20691660;ACTIVO;20677905;
20691661;ACTIVO;20677905;
20691662;ACTIVO;20677905;
20692266;ACTIVO;20138755;
20692267;ACTIVO;20138755;
20692268;ACTIVO;20138755;
20692284;ACTIVO;20625986;
20692285;ACTIVO;20625986;
20692326;ACTIVO;1112232;
20692328;ACTIVO;1112232;
20692329;ACTIVO;1112232;20908401
20692329;ACTIVO;1112232;20908402
20692508;ACTIVO;20677906;
20692509;ACTIVO;20677906;
20692510;ACTIVO;20677906;
20693339;ACTIVO;20292080;
20693340;ACTIVO;20292080;
20693341;ACTIVO;20292080;
20693342;ACTIVO;20292080;
20693343;ACTIVO;20292080;
20693344;ACTIVO;20292080;
20693345;ACTIVO;20292080;
20693346;ACTIVO;20292080;
20693361;ACTIVO;20692255;
20693362;ACTIVO;20692255;
20693363;ACTIVO;20692255;
20693364;ACTIVO;20692255;
20693365;ACTIVO;20692255;
20693367;ACTIVO;20692256;
20693368;ACTIVO;20692256;
20693369;ACTIVO;20692256;
20693370;ACTIVO;20692256;
20693371;ACTIVO;20692256;
20693372;ACTIVO;20692256;
20693373;ACTIVO;20692256;
20693374;ACTIVO;20692256;
20693378;ACTIVO;20523129;
20693379;ACTIVO;20523129;
20693382;ACTIVO;20692254;
20693383;ACTIVO;20692254;
20693384;ACTIVO;20692254;
20693385;ACTIVO;20692254;
20693386;ACTIVO;20692254;
20693387;ACTIVO;20692253;
20693388;ACTIVO;20692253;
20693389;ACTIVO;20692253;
20693390;ACTIVO;20692253;
20693391;ACTIVO;20692253;
20693392;ACTIVO;20692252;
20693393;ACTIVO;20692252;
20693394;ACTIVO;20692252;
20693395;ACTIVO;20692252;
20693396;ACTIVO;20692252;
20693521;ACTIVO;20475371;
20693522;ACTIVO;20475371;
20695176;ACTIVO;20472961;
20695177;ACTIVO;20472961;
20695583;ACTIVO;20666317;
20695993;ACTIVO;20342859;
20695994;ACTIVO;20342859;
20696547;ACTIVO;20637994;
20696548;ACTIVO;20637994;
20696549;ACTIVO;20637994;
20696550;ACTIVO;20637994;
20696551;ACTIVO;20637994;
20696552;ACTIVO;20637994;
20696553;ACTIVO;20637994;
20696554;ACTIVO;20637994;
20697209;ACTIVO;20527997;
20697210;ACTIVO;20527997;
20700161;ACTIVO;20342869;
20700162;ACTIVO;20342869;
20700163;ACTIVO;20342869;
20700566;ACTIVO;20666318;
20701811;ACTIVO;815169;
20701887;ACTIVO;;
20701945;ACTIVO;20650919;
20702309;ACTIVO;923612, 20701890;
20702312;ACTIVO;20411038, 20411039;
20703070;ACTIVO;20614085;
20703071;ACTIVO;20614085;
20703072;ACTIVO;20614087;
20703073;ACTIVO;20614087;
20703090;ACTIVO;20531687;
20703091;ACTIVO;20531687;
20703092;ACTIVO;20531687;
20703093;ACTIVO;20531687;
20703142;ACTIVO;20575748;
20703144;ACTIVO;;
20703164;ACTIVO;20541548;
20703165;ACTIVO;20541548;
20703457;ACTIVO;;
20703459;ACTIVO;;
20703460;ACTIVO;;
20703461;ACTIVO;;
20703525;ACTIVO;1203592;
20703526;ACTIVO;1203592;20954592
20703526;ACTIVO;1203592;20954593
20703526;ACTIVO;1203592;20954594
20703526;ACTIVO;1203592;20954595
20703526;ACTIVO;1203592;20954596
20703526;ACTIVO;1203592;20954597
20703548;ACTIVO;1203592;
20703549;ACTIVO;20543445;
20703589;ACTIVO;20427278;
20703590;ACTIVO;20427278;
20703643;ACTIVO;135389;
20703644;ACTIVO;135389;
20704003;ACTIVO;20488891;
20704004;ACTIVO;20488891;
20704005;ACTIVO;20488891;
20704006;ACTIVO;20488891;
20704007;ACTIVO;20488891;
20704008;ACTIVO;20488891;
20704009;ACTIVO;20488891;
20704010;ACTIVO;20488891;
20704011;ACTIVO;20488891;
20704012;ACTIVO;20488891;
20704013;ACTIVO;20488891;
20704573;ACTIVO;20391574;
20704574;ACTIVO;20391574;
20704775;ACTIVO;20381545;
20704776;ACTIVO;20381545;
20704777;ACTIVO;20381545;
20704778;ACTIVO;20381545;
20704779;ACTIVO;20381545;
20704780;ACTIVO;20381545;
20704781;ACTIVO;20381545;
20704782;ACTIVO;20381545;
20704783;ACTIVO;20381545;
20704784;ACTIVO;20381545;
20704785;ACTIVO;20381545;
20704786;ACTIVO;20381545;
20704787;ACTIVO;20381545;
20704788;ACTIVO;20381545;
20704789;ACTIVO;20381545;
20704790;ACTIVO;20381545;
20706946;ACTIVO;20625956;
20706947;ACTIVO;20625956;
20706948;ACTIVO;20625956;
20706950;ACTIVO;20625956;
20706951;ACTIVO;20625956;
20706952;ACTIVO;20625956;
20706953;ACTIVO;20625956;
20706954;ACTIVO;20625956;
20706955;ACTIVO;20625956;
20706956;ACTIVO;20625956;
20706957;ACTIVO;20625956;
20706958;ACTIVO;20625956;
20707038;ACTIVO;20592534;
20707039;ACTIVO;20592534;
20707595;ACTIVO;20140873;
20707596;ACTIVO;20140873;
20707709;ACTIVO;;
20707885;ACTIVO;923677;
20707886;ACTIVO;923677;
20707887;ACTIVO;923677;
20707888;ACTIVO;20509535;
20707890;ACTIVO;20371404;
20707891;ACTIVO;20371404;
20707964;ACTIVO;28239;
20707965;ACTIVO;28239;
20707966;ACTIVO;28239;
20707967;ACTIVO;28239;
20707968;ACTIVO;28239;
20707969;ACTIVO;28239;
20707970;ACTIVO;28239;
20707971;ACTIVO;28239;
20708032;ACTIVO;20262718;
20708033;ACTIVO;20262718;
20708034;ACTIVO;20262718;
20708035;ACTIVO;20262718;
20708062;ACTIVO;20541544;
20708063;ACTIVO;20541544;
20709113;ACTIVO;;
20709117;ACTIVO;;
20709118;ACTIVO;;
20709485;ACTIVO;20508046;
20709487;ACTIVO;20508046;
20709488;ACTIVO;20508046;
20712963;ACTIVO;616956;
20712964;ACTIVO;616956;
20712965;ACTIVO;616956;
20712966;ACTIVO;616956;
20713377;ACTIVO;20493356;
20713378;ACTIVO;20493356;
20713597;ACTIVO;;
20713606;ACTIVO;20601816;
20713607;ACTIVO;20601816;
20713608;ACTIVO;20265820;
20713609;ACTIVO;20265820;
20713673;ACTIVO;1225812;
20713674;ACTIVO;1225812;
20713675;ACTIVO;1225812;
20713676;ACTIVO;1225812;
20713677;ACTIVO;1225812;
20713678;ACTIVO;1225812;
20713679;ACTIVO;1225812;
20713680;ACTIVO;1225812;
20713681;ACTIVO;1225812;
20713682;ACTIVO;1225812;
20713683;ACTIVO;1225812;
20713684;ACTIVO;1225812;
20714188;ACTIVO;20675804;
20714189;ACTIVO;20675804;
20714199;ACTIVO;20675804;
20714216;ACTIVO;20666316;
20714219;ACTIVO;20582770;
20714220;ACTIVO;20582770;
20714221;ACTIVO;20582770;
20714222;ACTIVO;20582770;
20714223;ACTIVO;20582770;
20714224;ACTIVO;20582770;
20714225;ACTIVO;20582770;
20714226;ACTIVO;20582770;
20714227;ACTIVO;20582770;
20714228;ACTIVO;20582770;
20714231;ACTIVO;20582770;
20714232;ACTIVO;20582770;
20714233;ACTIVO;20582770;
20714234;ACTIVO;20582770;
20714235;ACTIVO;20582770;
20714236;ACTIVO;20582770;
20714237;ACTIVO;20582770;
20714238;ACTIVO;20582770;
20714239;ACTIVO;20582770;
20714240;ACTIVO;20582770;
20714241;ACTIVO;20582770;
20714242;ACTIVO;20582770;
20714254;ACTIVO;20437144, 20461277;
20714314;ACTIVO;20534976;
20714315;ACTIVO;20534976;20903498
20714315;ACTIVO;20534976;20903499
20714336;ACTIVO;20479529;
20714337;ACTIVO;20479529;
20714486;ACTIVO;20681591;
20714487;ACTIVO;20681591;
20714495;ACTIVO;20558114;
20714496;ACTIVO;20558114;
20714497;ACTIVO;20558114;
20715530;ACTIVO;20148336;
20715531;ACTIVO;20148336;
20715532;ACTIVO;20148336;
20715745;ACTIVO;20034920;
20715746;ACTIVO;20034920;
20715747;ACTIVO;20034920;
20715748;ACTIVO;20034920;
20715749;ACTIVO;20034920;
20715750;ACTIVO;20034920;
20715751;ACTIVO;20034920;
20715752;ACTIVO;20034920;
20715753;ACTIVO;20034920;
20715754;ACTIVO;20034920;
20715755;ACTIVO;20034920;
20715756;ACTIVO;20034920;
20715757;ACTIVO;20034920;
20715758;ACTIVO;20034920;
20715760;ACTIVO;20034920;
20715761;ACTIVO;20034920;
20715762;ACTIVO;20034920;
20716103;ACTIVO;1225812;
20716104;ACTIVO;1225812;
20716441;ACTIVO;817344;
20716442;ACTIVO;817344;
20716443;ACTIVO;817344;
20716444;ACTIVO;817344;
20716445;ACTIVO;817344;
20716446;ACTIVO;817344;
20716447;ACTIVO;817344;
20716448;ACTIVO;817344;
20716449;ACTIVO;817344;
20716450;ACTIVO;817344;
20716451;ACTIVO;817344;
20716452;ACTIVO;817344;
20716453;ACTIVO;817344;
20716454;ACTIVO;817344;
20716455;ACTIVO;817344;
20716456;ACTIVO;817344;
20716457;ACTIVO;817344;
20716458;ACTIVO;817344;
20716459;ACTIVO;817344;
20716460;ACTIVO;817344;
20716461;ACTIVO;817344;
20716462;ACTIVO;817344;
20716463;ACTIVO;817344;
20716464;ACTIVO;817344;
20716465;ACTIVO;817344;
20716466;ACTIVO;817344;
20716467;ACTIVO;817344;
20716468;ACTIVO;817344;
20716469;ACTIVO;817344;
20716470;ACTIVO;817344;
20716471;ACTIVO;817344;
20716472;ACTIVO;817344;
20716473;ACTIVO;817344;
20716474;ACTIVO;817344;
20716475;ACTIVO;817344;
20716476;ACTIVO;817344;
20716477;ACTIVO;817344;
20716478;ACTIVO;817344;
20716479;ACTIVO;817344;
20716480;ACTIVO;817344;
20716481;ACTIVO;817344;
20716482;ACTIVO;817344;
20716483;ACTIVO;817344;
20716484;ACTIVO;817344;
20716485;ACTIVO;817344;
20716486;ACTIVO;817344;
20716487;ACTIVO;817344;
20716488;ACTIVO;817344;
20716489;ACTIVO;817344;
20716490;ACTIVO;817344;
20716491;ACTIVO;817344;
20716492;ACTIVO;817344;
20716493;ACTIVO;817344;
20716494;ACTIVO;817344;
20716495;ACTIVO;817344;
20716501;ACTIVO;20135280, 20251388, 20346842, 20373253, 20374733, 20384484, 20387970, 20476396;
20716516;ACTIVO;99906;
20716517;ACTIVO;99906;
20716518;ACTIVO;99906;
20716763;ACTIVO;20651626;
20716764;ACTIVO;20651626;
20716766;ACTIVO;20651626;
20716767;ACTIVO;20651626;
20716768;ACTIVO;20651626;
20716769;ACTIVO;20651626;
20716770;ACTIVO;20651626;
20716771;ACTIVO;20651626;
20716773;ACTIVO;20651626;
20716774;ACTIVO;20651626;
20716775;ACTIVO;20651626;
20716776;ACTIVO;20651626;
20716777;ACTIVO;20651626;
20716778;ACTIVO;20651626;
20716779;ACTIVO;20651626;
20716780;ACTIVO;20651626;
20716781;ACTIVO;20651626;
20716782;ACTIVO;20651626;
20716783;ACTIVO;20651626;
20716784;ACTIVO;20651626;
20716785;ACTIVO;20651626;
20716786;ACTIVO;20651626;
20716787;ACTIVO;20651626;
20716788;ACTIVO;20651626;
20716789;ACTIVO;20651626;
20716790;ACTIVO;20651626;
20716791;ACTIVO;20651626;
20716792;ACTIVO;20651626;
20716793;ACTIVO;20651626;
20716794;ACTIVO;20651626;
20716795;ACTIVO;20651626;
20716796;ACTIVO;20651626;
20716797;ACTIVO;20651626;
20716798;ACTIVO;20651626;
20716799;ACTIVO;20651626;
20716800;ACTIVO;20651626;
20716801;ACTIVO;20651626;
20716802;ACTIVO;20651626;
20716803;ACTIVO;20651626;
20716804;ACTIVO;20651626;
20716806;ACTIVO;20651626;
20716807;ACTIVO;20651626;
20716808;ACTIVO;20651626;
20716809;ACTIVO;20651626;
20716810;ACTIVO;20651626;
20716811;ACTIVO;20651626;
20716812;ACTIVO;20651626;
20716813;ACTIVO;20651626;
20716814;ACTIVO;20651626;
20716815;ACTIVO;20651626;
20716816;ACTIVO;20651626;
20716817;ACTIVO;20651626;
20716818;ACTIVO;20651626;
20716819;ACTIVO;20651626;
20716820;ACTIVO;20651626;
20716821;ACTIVO;20651626;
20716822;ACTIVO;20651626;
20716823;ACTIVO;20651626;
20716824;ACTIVO;20651626;
20716825;ACTIVO;20651626;
20716826;ACTIVO;20651626;
20716827;ACTIVO;20651626;
20716828;ACTIVO;20651626;
20716829;ACTIVO;20651626;
20716830;ACTIVO;20651626;
20716831;ACTIVO;20651626;
20716832;ACTIVO;20651626;
20716833;ACTIVO;20651626;
20716834;ACTIVO;20651626;
20716835;ACTIVO;20651626;
20716836;ACTIVO;20651626;
20716837;ACTIVO;20651626;
20716838;ACTIVO;20651626;
20716839;ACTIVO;20651626;
20716840;ACTIVO;20651626;
20716841;ACTIVO;20651626;
20716842;ACTIVO;20651626;
20716843;ACTIVO;20651626;
20716844;ACTIVO;20651626;
20716845;ACTIVO;20651626;
20716846;ACTIVO;20651626;
20716847;ACTIVO;20651626;
20716848;ACTIVO;20651626;
20716921;ACTIVO;20710015;
20717664;ACTIVO;20687235;20819630
20717664;ACTIVO;20687235;20819631
20717664;ACTIVO;20687235;20819632
20717664;ACTIVO;20687235;20819633
20717665;CERRADO;20687235;20925588
20717665;CERRADO;20687235;20925589
20717665;CERRADO;20687235;20925590
20717825;CERRADO;20509780;20718068
20717826;ACTIVO;20509780;
20717827;ACTIVO;20509780;
20718738;CERRADO;20607482;20904870
20718738;CERRADO;20607482;20904871
20718738;CERRADO;20607482;20904872
20718738;CERRADO;20607482;20904873
20718740;ACTIVO;20607482;20897417
20718740;ACTIVO;20607482;20897418
20719114;ACTIVO;20465195;
20719115;ACTIVO;20465195;
20719463;ACTIVO;20457167;
20719464;ACTIVO;20457167;20864662
20719464;ACTIVO;20457167;20864663
20719464;ACTIVO;20457167;20864664
20719464;ACTIVO;20457167;20864665
20719464;ACTIVO;20457167;20864666
20719464;ACTIVO;20457167;20864667
20719464;ACTIVO;20457167;20864668
20719464;ACTIVO;20457167;20864669
20719718;ACTIVO;20625992;
20719719;ACTIVO;20625992;
20719731;ACTIVO;20649404;
20719732;ACTIVO;20649404;
20719957;ACTIVO;108454;
20720092;ACTIVO;20625993;
20720093;ACTIVO;20625993;
20720095;ACTIVO;863864;
20720097;ACTIVO;863864;
20720098;ACTIVO;863864;
20720503;ACTIVO;863864;
20720509;ACTIVO;863864;
20720659;ACTIVO;593658;20918396
20720659;ACTIVO;593658;20918397
20720660;ACTIVO;20299482;
20720777;ACTIVO;20441092;
20720778;ACTIVO;20441092;
20720779;ACTIVO;20441092;
20720780;ACTIVO;20441092;
20720894;ACTIVO;20541427;
20720895;ACTIVO;20541427;
20721177;ACTIVO;745330;
20721178;ACTIVO;745330;
20721213;ACTIVO;20382376;
20721214;ACTIVO;20382376;
20721801;ACTIVO;20328169;
20721802;ACTIVO;20328169;
20721803;ACTIVO;20328169;
20721804;ACTIVO;20328169;
20721805;ACTIVO;20328169;20897060
20721805;ACTIVO;20328169;20897061
20721805;ACTIVO;20328169;20897062
20721805;ACTIVO;20328169;20897063
20721805;ACTIVO;20328169;20949972
20721805;ACTIVO;20328169;20949973
20721805;ACTIVO;20328169;20949974
20721805;ACTIVO;20328169;20949975
20721805;ACTIVO;20328169;20949976
20721805;ACTIVO;20328169;20949977
20721805;ACTIVO;20328169;20949978
20721805;ACTIVO;20328169;20949979
20721806;ACTIVO;20328169;20856736
20721806;ACTIVO;20328169;20856737
20721806;ACTIVO;20328169;20856738
20721806;ACTIVO;20328169;20856739
20722817;ACTIVO;20721671;
20722818;ACTIVO;20721671;
20722819;ACTIVO;20721671;
20722826;ACTIVO;;20895836
20722826;ACTIVO;;20895837
20722827;ACTIVO;;
20722828;ACTIVO;;
20722838;ACTIVO;20348666;
20722839;ACTIVO;20348666;
20722840;ACTIVO;676752;
20722841;ACTIVO;676752;
20722842;ACTIVO;676752;
20722843;ACTIVO;676752;
20722844;ACTIVO;676752;
20722845;ACTIVO;676752;
20722846;ACTIVO;676752;
20722847;ACTIVO;676752;
20722848;ACTIVO;676752;
20722849;ACTIVO;676752;
20722850;ACTIVO;676752;
20722851;ACTIVO;676752;
20722852;ACTIVO;676752;
20722853;ACTIVO;676752;
20722854;ACTIVO;676752;
20722855;ACTIVO;676752;
20722856;ACTIVO;676752;
20722857;ACTIVO;676752;
20722858;ACTIVO;676752;
20722859;ACTIVO;676752;
20722860;ACTIVO;676752;
20723168;ACTIVO;20625944;
20723169;ACTIVO;20625944;
20723170;ACTIVO;20281392;
20723171;ACTIVO;20281392;
20723176;ACTIVO;20472958;
20723177;ACTIVO;20472958;
20723322;ACTIVO;20662220;
20723332;ACTIVO;203839, 1197512;20902531
20723332;ACTIVO;203839, 1197512;20902532
20723334;ACTIVO;20330948;
20724470;ACTIVO;20650724;
20724471;ACTIVO;20650724;
20725305;ACTIVO;938539;
20725306;ACTIVO;938539;
20725307;ACTIVO;938539;
20725308;ACTIVO;938539;20873254
20725308;ACTIVO;938539;20873255
20725310;ACTIVO;938539;
20725385;ACTIVO;85098;20861802
20725385;ACTIVO;85098;20861803
20725385;ACTIVO;85098;20861804
20725385;ACTIVO;85098;20861805
20725385;ACTIVO;85098;20861806
20725385;ACTIVO;85098;20861807
20725385;ACTIVO;85098;20861808
20725385;ACTIVO;85098;20861809
20727218;ACTIVO;20400154;
20727219;ACTIVO;20400154;
20727267;ACTIVO;891141;
20727283;ACTIVO;20720879;
20727284;ACTIVO;20720879;
20727286;ACTIVO;20720881;
20727287;ACTIVO;20720881;
20727288;ACTIVO;20720880;
20727289;ACTIVO;20720880;
20727292;ACTIVO;;20948263
20727292;ACTIVO;;20948264
20727292;ACTIVO;;20948265
20727292;ACTIVO;;20948266
20727292;ACTIVO;;20948267
20727292;ACTIVO;;20948268
20727292;ACTIVO;;20948269
20727292;ACTIVO;;20948270
20727292;ACTIVO;;20948271
20727292;ACTIVO;;20948272
20727292;ACTIVO;;20948273
20727292;ACTIVO;;20948274
20727292;ACTIVO;;20948275
20727292;ACTIVO;;20948276
20727292;ACTIVO;;20948277
20727292;ACTIVO;;20948278
20727564;ACTIVO;1200012;
20727565;ACTIVO;1200012;
20727566;ACTIVO;1200012;
20727591;ACTIVO;20721652;
207277;ACTIVO;;732777
207277;ACTIVO;;741340
207277;ACTIVO;;1132242
207277;ACTIVO;;20370297
207277;ACTIVO;;20370298
207277;ACTIVO;;20370299
207277;ACTIVO;;20370300
207277;ACTIVO;;20381511
207277;ACTIVO;;20468710
207277;ACTIVO;;20521731
207277;ACTIVO;;20940035
20727775;ACTIVO;20721653;
20727776;ACTIVO;20721653;
20727789;ACTIVO;863695;
20727790;ACTIVO;863695;
20727791;ACTIVO;863695;
20727792;ACTIVO;863695;
20727793;ACTIVO;863695;
20727794;ACTIVO;863695;
20727795;ACTIVO;863695;
20727796;ACTIVO;863695;
20727797;ACTIVO;863695;
20729575;ACTIVO;817344;
20729576;ACTIVO;817344;
20729577;ACTIVO;817344;
20729578;ACTIVO;817344;
20729579;ACTIVO;817344;
